filename_video,frame_nomor,x1,y1,x2,y2,label_object,speed_ground_truth
std_VID_20251201_155930.mp4,150,255,207,780,614,TIDAK PAKAI HELM,0
std_VID_20251201_155930.mp4,150,194,198,593,606,TIDAK PAKAI HELM,0
std_VID_20251201_155930.mp4,180,539,214,1626,651,PAKAI HELM,17
std_VID_20251201_155930.mp4,180,381,214,1160,651,PAKAI HELM,0
std_VID_20251201_155930.mp4,180,126,222,383,685,MOTOR,25
std_VID_20251201_155930.mp4,180,253,256,767,774,MOTOR,0
std_VID_20251201_155930.mp4,180,526,227,1595,687,MOTOR,2
std_VID_20251201_155930.mp4,180,176,278,541,827,MOTOR,24
std_VID_20251201_155930.mp4,180,366,236,1112,723,MOTOR,0
std_VID_20251201_155930.mp4,180,614,223,1854,676,MOTOR,12
std_VID_20251201_155930.mp4,180,363,265,1098,809,MOTOR,10
std_VID_20251201_155930.mp4,180,354,203,1075,624,TIDAK PAKAI HELM,0
std_VID_20251201_155930.mp4,180,334,211,1009,637,TIDAK PAKAI HELM,0
std_VID_20251201_155930.mp4,180,248,212,756,642,TIDAK PAKAI HELM,0
std_VID_20251201_155930.mp4,180,329,417,426,585,TIDAK PAKAI HELM,1
std_VID_20251201_155930.mp4,210,533,267,1623,806,PAKAI HELM,13
std_VID_20251201_155930.mp4,210,398,224,1203,682,PAKAI HELM,12
std_VID_20251201_155930.mp4,210,621,216,1873,666,PAKAI HELM,10
std_VID_20251201_155930.mp4,210,451,236,1353,685,PAKAI HELM,9
std_VID_20251201_155930.mp4,210,314,243,954,736,MOTOR,5
std_VID_20251201_155930.mp4,210,194,239,600,735,MOTOR,4
std_VID_20251201_155930.mp4,210,404,235,1221,712,MOTOR,6
std_VID_20251201_155930.mp4,210,455,284,1383,857,MOTOR,5
std_VID_20251201_155930.mp4,210,318,234,983,715,MOTOR,6
std_VID_20251201_155930.mp4,210,252,251,773,800,MOTOR,7
std_VID_20251201_155930.mp4,210,440,234,1331,710,MOTOR,3
std_VID_20251201_155930.mp4,210,517,223,1566,716,MOTOR,17
std_VID_20251201_155930.mp4,210,297,222,898,677,PAKAI HELM,13
std_VID_20251201_155930.mp4,210,473,438,521,478,TIDAK PAKAI HELM,7
std_VID_20251201_155930.mp4,210,435,442,470,478,TIDAK PAKAI HELM,7
std_VID_20251201_155930.mp4,210,392,427,426,456,TIDAK PAKAI HELM,7
std_VID_20251201_155930.mp4,210,377,440,406,468,TIDAK PAKAI HELM,7
std_VID_20251201_155930.mp4,240,426,223,1294,680,PAKAI HELM,0
std_VID_20251201_155930.mp4,240,531,244,1606,707,PAKAI HELM,15
std_VID_20251201_155930.mp4,240,294,228,888,691,PAKAI HELM,12
std_VID_20251201_155930.mp4,240,334,224,1015,678,PAKAI HELM,8
std_VID_20251201_155930.mp4,240,1261,445,1280,475,PAKAI HELM,19
std_VID_20251201_155930.mp4,240,125,275,385,821,MOTOR,14
std_VID_20251201_155930.mp4,240,423,236,1278,721,MOTOR,11
std_VID_20251201_155930.mp4,240,258,262,784,796,MOTOR,10
std_VID_20251201_155930.mp4,240,534,236,1622,719,MOTOR,16
std_VID_20251201_155930.mp4,240,297,239,908,726,MOTOR,17
std_VID_20251201_155930.mp4,240,208,260,636,795,MOTOR,5
std_VID_20251201_155930.mp4,240,314,239,957,737,MOTOR,0
std_VID_20251201_155930.mp4,240,440,226,1347,726,MOTOR,12
std_VID_20251201_155930.mp4,240,203,291,618,878,MOTOR,0
std_VID_20251201_155930.mp4,240,171,217,529,665,PAKAI HELM,0
std_VID_20251201_155930.mp4,240,211,216,641,657,TIDAK PAKAI HELM,0
std_VID_20251201_155930.mp4,240,257,220,781,676,TIDAK PAKAI HELM,12
std_VID_20251201_155930.mp4,240,336,224,1019,680,PAKAI HELM,14
std_VID_20251201_155930.mp4,270,432,219,1309,671,PAKAI HELM,16
std_VID_20251201_155930.mp4,270,350,225,1058,681,PAKAI HELM,12
std_VID_20251201_155930.mp4,270,1153,443,1190,495,PAKAI HELM,19
std_VID_20251201_155930.mp4,270,32,224,113,683,PAKAI HELM,15
std_VID_20251201_155930.mp4,270,235,288,729,827,MOTOR,13
std_VID_20251201_155930.mp4,270,426,235,1288,716,MOTOR,17
std_VID_20251201_155930.mp4,270,351,233,1078,720,MOTOR,18
std_VID_20251201_155930.mp4,270,179,243,556,733,MOTOR,6
std_VID_20251201_155930.mp4,270,580,231,1755,702,MOTOR,18
std_VID_20251201_155930.mp4,270,208,261,637,788,MOTOR,14
std_VID_20251201_155930.mp4,270,131,258,408,783,MOTOR,6
std_VID_20251201_155930.mp4,270,68,282,201,829,MOTOR,10
std_VID_20251201_155930.mp4,270,52,299,167,904,MOTOR,10
std_VID_20251201_155930.mp4,270,483,233,1458,706,MOTOR,15
std_VID_20251201_155930.mp4,270,302,241,917,728,MOTOR,13
std_VID_20251201_155930.mp4,270,538,224,1616,687,MOTOR,15
std_VID_20251201_155930.mp4,270,207,214,635,655,TIDAK PAKAI HELM,13
std_VID_20251201_155930.mp4,270,251,219,766,669,TIDAK PAKAI HELM,0
std_VID_20251201_155930.mp4,270,113,233,360,695,TIDAK PAKAI HELM,7
std_VID_20251201_155930.mp4,270,311,223,944,675,TIDAK PAKAI HELM,0
std_VID_20251201_155930.mp4,300,559,219,1686,665,PAKAI HELM,18
std_VID_20251201_155930.mp4,300,34,229,112,695,PAKAI HELM,15
std_VID_20251201_155930.mp4,300,300,220,908,670,PAKAI HELM,13
std_VID_20251201_155930.mp4,300,384,221,1159,669,PAKAI HELM,12
std_VID_20251201_155930.mp4,300,531,217,1606,660,PAKAI HELM,14
std_VID_20251201_155930.mp4,300,179,274,526,821,MOTOR,1
std_VID_20251201_155930.mp4,300,84,235,256,748,MOTOR,3
std_VID_20251201_155930.mp4,300,214,253,641,775,MOTOR,5
std_VID_20251201_155930.mp4,300,569,230,1725,711,MOTOR,12
std_VID_20251201_155930.mp4,300,40,251,126,756,MOTOR,11
std_VID_20251201_155930.mp4,300,117,255,363,775,MOTOR,5
std_VID_20251201_155930.mp4,300,385,233,1174,709,MOTOR,4
std_VID_20251201_155930.mp4,300,254,256,773,783,MOTOR,12
std_VID_20251201_155930.mp4,300,287,237,868,726,MOTOR,10
std_VID_20251201_155930.mp4,300,521,232,1575,703,MOTOR,9
std_VID_20251201_155930.mp4,300,249,219,755,663,TIDAK PAKAI HELM,0
std_VID_20251201_155930.mp4,300,201,213,612,648,TIDAK PAKAI HELM,0
std_VID_20251201_155930.mp4,300,178,260,537,797,TIDAK PAKAI HELM,2
std_VID_20251201_155930.mp4,300,100,236,311,703,TIDAK PAKAI HELM,4
std_VID_20251201_155930.mp4,300,549,214,1658,665,TIDAK PAKAI HELM,11
std_VID_20251201_155930.mp4,30,615,271,1851,821,MOTOR,10
std_VID_20251201_155930.mp4,330,328,210,1000,638,PAKAI HELM,22
std_VID_20251201_155930.mp4,330,438,221,1353,709,PAKAI HELM,22
std_VID_20251201_155930.mp4,330,27,224,90,692,PAKAI HELM,13
std_VID_20251201_155930.mp4,330,420,238,1273,706,PAKAI HELM,15
std_VID_20251201_155930.mp4,330,-2,246,2,745,MOTOR,12
std_VID_20251201_155930.mp4,330,143,249,438,740,MOTOR,10
std_VID_20251201_155930.mp4,330,171,251,532,763,MOTOR,5
std_VID_20251201_155930.mp4,330,235,253,713,764,MOTOR,10
std_VID_20251201_155930.mp4,330,419,299,1319,896,MOTOR,11
std_VID_20251201_155930.mp4,330,31,245,103,746,MOTOR,13
std_VID_20251201_155930.mp4,330,81,235,248,730,MOTOR,14
std_VID_20251201_155930.mp4,330,78,239,244,724,MOTOR,14
std_VID_20251201_155930.mp4,330,368,274,1126,842,MOTOR,11
std_VID_20251201_155930.mp4,330,350,205,1061,620,TIDAK PAKAI HELM,19
std_VID_20251201_155930.mp4,330,170,212,523,644,TIDAK PAKAI HELM,3
std_VID_20251201_155930.mp4,330,428,435,480,476,TIDAK PAKAI HELM,2
std_VID_20251201_155930.mp4,330,186,447,216,472,TIDAK PAKAI HELM,5
std_VID_20251201_155930.mp4,360,54,223,171,677,PAKAI HELM,12
std_VID_20251201_155930.mp4,360,497,211,1497,650,PAKAI HELM,10
std_VID_20251201_155930.mp4,360,91,217,284,656,PAKAI HELM,10
std_VID_20251201_155930.mp4,360,387,213,1180,650,PAKAI HELM,10
std_VID_20251201_155930.mp4,360,70,230,226,698,PAKAI HELM,11
std_VID_20251201_155930.mp4,360,261,256,786,760,PAKAI HELM,10
std_VID_20251201_155930.mp4,360,296,203,905,618,PAKAI HELM,10
std_VID_20251201_155930.mp4,360,336,232,1029,709,MOTOR,10
std_VID_20251201_155930.mp4,360,52,242,158,743,MOTOR,11
std_VID_20251201_155930.mp4,360,196,250,599,753,MOTOR,10
std_VID_20251201_155930.mp4,360,504,228,1522,683,MOTOR,10
std_VID_20251201_155930.mp4,360,280,275,864,821,MOTOR,10
std_VID_20251201_155930.mp4,360,87,267,283,791,MOTOR,8
std_VID_20251201_155930.mp4,360,132,244,427,755,MOTOR,10
std_VID_20251201_155930.mp4,360,373,233,1141,709,MOTOR,9
std_VID_20251201_155930.mp4,360,366,437,401,471,TIDAK PAKAI HELM,6
std_VID_20251201_155930.mp4,360,258,420,292,461,TIDAK PAKAI HELM,7
std_VID_20251201_155930.mp4,360,200,431,226,458,TIDAK PAKAI HELM,6
std_VID_20251201_155930.mp4,390,186,276,555,825,PAKAI HELM,8
std_VID_20251201_155930.mp4,390,331,211,1006,646,PAKAI HELM,9
std_VID_20251201_155930.mp4,390,368,222,1113,674,PAKAI HELM,8
std_VID_20251201_155930.mp4,390,219,251,666,777,MOTOR,10
std_VID_20251201_155930.mp4,390,15,244,49,735,MOTOR,9
std_VID_20251201_155930.mp4,390,-4,246,4,743,MOTOR,11
std_VID_20251201_155930.mp4,390,618,234,1886,710,MOTOR,10
std_VID_20251201_155930.mp4,390,68,248,214,737,MOTOR,9
std_VID_20251201_155930.mp4,390,140,248,431,745,MOTOR,8
std_VID_20251201_155930.mp4,390,102,242,337,741,MOTOR,9
std_VID_20251201_155930.mp4,390,312,230,945,699,MOTOR,10
std_VID_20251201_155930.mp4,390,376,231,1135,702,MOTOR,11
std_VID_20251201_155930.mp4,390,207,207,640,639,PAKAI HELM,12
std_VID_20251201_155930.mp4,390,302,439,331,472,TIDAK PAKAI HELM,9
std_VID_20251201_155930.mp4,390,200,427,237,488,TIDAK PAKAI HELM,8
std_VID_20251201_155930.mp4,390,129,447,160,482,TIDAK PAKAI HELM,10
std_VID_20251201_155930.mp4,60,181,440,199,484,PAKAI HELM,18
std_VID_20251201_155930.mp4,60,450,208,1359,631,PAKAI HELM,13
std_VID_20251201_155930.mp4,60,542,281,1667,866,MOTOR,10
std_VID_20251201_155930.mp4,60,99,225,306,686,MOTOR,15
std_VID_20251201_155930.mp4,60,445,220,1340,671,MOTOR,9
std_VID_20251201_155930.mp4,60,319,247,966,747,MOTOR,9
std_VID_20251201_155930.mp4,60,344,187,1049,566,TIDAK PAKAI HELM,9
std_VID_20251201_155930.mp4,60,332,196,1015,607,TIDAK PAKAI HELM,9
std_VID_20251201_155930.mp4,60,623,187,1902,568,TIDAK PAKAI HELM,13
std_VID_20251201_155930.mp4,90,1101,405,1131,455,PAKAI HELM,12
std_VID_20251201_155930.mp4,90,311,201,944,615,PAKAI HELM,13
std_VID_20251201_155930.mp4,90,543,212,1661,647,MOTOR,12
std_VID_20251201_155930.mp4,90,238,234,734,725,MOTOR,10
std_VID_20251201_155930.mp4,90,321,233,976,695,MOTOR,10
std_VID_20251201_155930.mp4,90,393,258,1183,783,MOTOR,10
std_VID_20251201_155930.mp4,90,375,186,1142,575,TIDAK PAKAI HELM,10
std_VID_20251201_155930.mp4,90,324,241,980,724,TIDAK PAKAI HELM,10
std_VID_20251201_155930.mp4,90,239,188,724,577,TIDAK PAKAI HELM,0
std_VID_20251201_155948.mp4,120,348,225,1067,688,PAKAI HELM,15
std_VID_20251201_155948.mp4,120,285,258,872,783,MOTOR,12
std_VID_20251201_155948.mp4,120,20,253,75,766,MOTOR,23
std_VID_20251201_155948.mp4,120,370,278,1117,839,MOTOR,12
std_VID_20251201_155948.mp4,120,369,221,1125,675,PAKAI HELM,13
std_VID_20251201_155948.mp4,120,537,463,573,498,TIDAK PAKAI HELM,9
std_VID_20251201_155948.mp4,150,238,229,733,697,PAKAI HELM,13
std_VID_20251201_155948.mp4,150,137,239,427,726,PAKAI HELM,24
std_VID_20251201_155948.mp4,150,221,255,679,746,PAKAI HELM,13
std_VID_20251201_155948.mp4,150,254,225,774,693,PAKAI HELM,12
std_VID_20251201_155948.mp4,150,289,243,906,743,MOTOR,14
std_VID_20251201_155948.mp4,150,609,232,1858,715,MOTOR,25
std_VID_20251201_155948.mp4,150,259,264,783,811,MOTOR,14
std_VID_20251201_155948.mp4,150,142,252,443,765,MOTOR,25
std_VID_20251201_155948.mp4,150,219,249,669,758,MOTOR,13
std_VID_20251201_155948.mp4,150,356,247,1078,741,MOTOR,15
std_VID_20251201_155948.mp4,180,336,234,1029,714,PAKAI HELM,23
std_VID_20251201_155948.mp4,180,443,228,1336,714,PAKAI HELM,23
std_VID_20251201_155948.mp4,180,164,231,508,705,PAKAI HELM,13
std_VID_20251201_155948.mp4,180,154,235,474,713,PAKAI HELM,14
std_VID_20251201_155948.mp4,180,109,242,338,730,PAKAI HELM,15
std_VID_20251201_155948.mp4,180,448,233,1352,709,PAKAI HELM,15
std_VID_20251201_155948.mp4,180,453,248,1366,743,MOTOR,14
std_VID_20251201_155948.mp4,180,613,235,1852,733,MOTOR,14
std_VID_20251201_155948.mp4,180,107,249,288,781,MOTOR,15
std_VID_20251201_155948.mp4,180,167,263,512,801,MOTOR,15
std_VID_20251201_155948.mp4,180,185,260,573,779,MOTOR,15
std_VID_20251201_155948.mp4,180,357,247,1080,745,MOTOR,20
std_VID_20251201_155948.mp4,180,352,471,378,518,TIDAK PAKAI HELM,13
std_VID_20251201_155948.mp4,210,27,243,88,735,PAKAI HELM,15
std_VID_20251201_155948.mp4,210,100,238,306,723,PAKAI HELM,10
std_VID_20251201_155948.mp4,210,405,235,1226,709,PAKAI HELM,21
std_VID_20251201_155948.mp4,210,411,242,1256,739,MOTOR,20
std_VID_20251201_155948.mp4,210,14,261,51,790,MOTOR,17
std_VID_20251201_155948.mp4,210,98,260,305,809,MOTOR,15
std_VID_20251201_155948.mp4,210,123,256,369,794,MOTOR,12
std_VID_20251201_155948.mp4,210,331,250,1013,745,MOTOR,13
std_VID_20251201_155948.mp4,210,320,246,973,757,MOTOR,14
std_VID_20251201_155948.mp4,210,216,483,241,524,TIDAK PAKAI HELM,14
std_VID_20251201_155948.mp4,210,329,238,1011,732,TIDAK PAKAI HELM,15
std_VID_20251201_155948.mp4,240,71,242,218,732,PAKAI HELM,14
std_VID_20251201_155948.mp4,240,32,247,105,775,MOTOR,15
std_VID_20251201_155948.mp4,240,478,237,1453,734,MOTOR,16
std_VID_20251201_155948.mp4,240,67,252,206,811,MOTOR,13
std_VID_20251201_155948.mp4,240,77,292,247,827,MOTOR,14
std_VID_20251201_155948.mp4,240,397,244,1207,734,MOTOR,16
std_VID_20251201_155948.mp4,240,391,243,1182,746,MOTOR,14
std_VID_20251201_155948.mp4,240,92,234,296,739,TIDAK PAKAI HELM,12
std_VID_20251201_155948.mp4,240,375,228,1151,708,TIDAK PAKAI HELM,18
std_VID_20251201_155948.mp4,270,82,242,252,735,PAKAI HELM,12
std_VID_20251201_155948.mp4,270,307,234,928,710,PAKAI HELM,15
std_VID_20251201_155948.mp4,270,314,243,954,738,MOTOR,14
std_VID_20251201_155948.mp4,270,116,255,374,777,MOTOR,13
std_VID_20251201_155948.mp4,270,75,262,239,796,MOTOR,12
std_VID_20251201_155948.mp4,270,365,249,1104,753,MOTOR,15
std_VID_20251201_155948.mp4,270,350,230,1067,698,TIDAK PAKAI HELM,15
std_VID_20251201_155948.mp4,270,253,480,275,505,TIDAK PAKAI HELM,12
std_VID_20251201_155948.mp4,300,699,462,721,513,PAKAI HELM,12
std_VID_20251201_155948.mp4,300,94,244,292,731,MOTOR,15
std_VID_20251201_155948.mp4,300,356,240,1091,723,MOTOR,13
std_VID_20251201_155948.mp4,300,138,251,459,754,MOTOR,12
std_VID_20251201_155948.mp4,300,184,246,565,743,MOTOR,14
std_VID_20251201_155948.mp4,300,120,243,415,745,MOTOR,13
std_VID_20251201_155948.mp4,300,235,246,716,751,MOTOR,12
std_VID_20251201_155948.mp4,300,243,230,747,699,TIDAK PAKAI HELM,12
std_VID_20251201_155948.mp4,30,56,238,174,723,PAKAI HELM,12
std_VID_20251201_155948.mp4,30,62,242,204,723,PAKAI HELM,13
std_VID_20251201_155948.mp4,30,607,230,1830,705,PAKAI HELM,14
std_VID_20251201_155948.mp4,30,533,281,1618,856,MOTOR,15
std_VID_20251201_155948.mp4,30,133,252,407,762,MOTOR,1
std_VID_20251201_155948.mp4,30,27,251,94,762,MOTOR,15
std_VID_20251201_155948.mp4,30,45,255,137,777,MOTOR,15
std_VID_20251201_155948.mp4,30,81,263,274,784,MOTOR,15
std_VID_20251201_155948.mp4,30,591,237,1798,722,MOTOR,15
std_VID_20251201_155948.mp4,30,331,238,1022,741,MOTOR,15
std_VID_20251201_155948.mp4,30,117,250,360,761,MOTOR,15
std_VID_20251201_155948.mp4,30,493,211,1501,639,TIDAK PAKAI HELM,15
std_VID_20251201_155948.mp4,30,177,483,200,507,TIDAK PAKAI HELM,15
std_VID_20251201_155948.mp4,30,320,482,351,520,TIDAK PAKAI HELM,15
std_VID_20251201_155948.mp4,330,20,247,71,745,MOTOR,15
std_VID_20251201_155948.mp4,330,113,248,353,749,MOTOR,15
std_VID_20251201_155948.mp4,330,125,231,386,697,TIDAK PAKAI HELM,15
std_VID_20251201_155948.mp4,360,379,222,1152,673,PAKAI HELM,15
std_VID_20251201_155948.mp4,360,27,248,100,747,MOTOR,15
std_VID_20251201_155948.mp4,360,411,241,1252,724,MOTOR,15
std_VID_20251201_155948.mp4,360,387,236,1172,717,MOTOR,15
std_VID_20251201_155948.mp4,360,407,224,1228,696,TIDAK PAKAI HELM,15
std_VID_20251201_155948.mp4,360,41,233,130,710,TIDAK PAKAI HELM,15
std_VID_20251201_155948.mp4,390,410,216,1251,709,PAKAI HELM,15
std_VID_20251201_155948.mp4,390,363,236,1104,706,PAKAI HELM,15
std_VID_20251201_155948.mp4,390,340,231,1031,716,PAKAI HELM,15
std_VID_20251201_155948.mp4,390,419,244,1262,731,MOTOR,15
std_VID_20251201_155948.mp4,390,359,236,1087,719,MOTOR,15
std_VID_20251201_155948.mp4,390,333,243,1003,734,MOTOR,15
std_VID_20251201_155948.mp4,420,246,230,746,698,PAKAI HELM,15
std_VID_20251201_155948.mp4,420,390,238,1185,721,PAKAI HELM,15
std_VID_20251201_155948.mp4,420,229,247,696,750,MOTOR,15
std_VID_20251201_155948.mp4,420,376,244,1154,741,MOTOR,15
std_VID_20251201_155948.mp4,450,136,256,417,774,MOTOR,15
std_VID_20251201_155948.mp4,450,483,237,1466,717,MOTOR,16
std_VID_20251201_155948.mp4,450,540,224,1631,675,MOTOR,15
std_VID_20251201_155948.mp4,450,123,233,380,709,PAKAI HELM,13
std_VID_20251201_155948.mp4,60,538,226,1623,704,PAKAI HELM,10
std_VID_20251201_155948.mp4,60,-3,247,3,741,PAKAI HELM,10
std_VID_20251201_155948.mp4,60,102,240,335,765,PAKAI HELM,12
std_VID_20251201_155948.mp4,60,529,242,1600,739,MOTOR,12
std_VID_20251201_155948.mp4,60,3,262,18,789,MOTOR,14
std_VID_20251201_155948.mp4,60,99,255,302,806,MOTOR,14
std_VID_20251201_155948.mp4,60,407,270,1234,815,MOTOR,1
std_VID_20251201_155948.mp4,60,396,238,1207,727,TIDAK PAKAI HELM,10
std_VID_20251201_155948.mp4,90,453,230,1367,702,PAKAI HELM,12
std_VID_20251201_155948.mp4,90,514,216,1563,657,PAKAI HELM,13
std_VID_20251201_155948.mp4,90,445,245,1350,751,MOTOR,14
std_VID_20251201_155948.mp4,90,356,252,1083,759,MOTOR,14
std_VID_20251201_155948.mp4,90,571,310,1727,946,MOTOR,10
std_VID_20251201_155948.mp4,90,22,258,106,775,MOTOR,10
std_VID_20251201_155948.mp4,90,87,243,276,760,MOTOR,10
std_VID_20251201_155948.mp4,90,334,265,1011,798,MOTOR,10
std_VID_20251201_155948.mp4,90,483,251,1454,758,MOTOR,12
std_VID_20251201_155948.mp4,90,547,208,1669,633,PAKAI HELM,15
std_VID_20251201_155948.mp4,90,323,229,977,698,TIDAK PAKAI HELM,13
std_VID_20251201_155948.mp4,90,353,237,1064,733,TIDAK PAKAI HELM,10
std_VID_20251201_160017.mp4,112,639,204,1918,783,MOTOR,10
std_VID_20251201_160017.mp4,140,313,190,955,577,PAKAI HELM,20
std_VID_20251201_160017.mp4,140,536,165,1646,511,PAKAI HELM,20
std_VID_20251201_160017.mp4,140,634,314,1913,951,MOTOR,20
std_VID_20251201_160017.mp4,140,320,254,1027,761,MOTOR,21
std_VID_20251201_160017.mp4,140,548,197,1711,628,TIDAK PAKAI HELM,20
std_VID_20251201_160017.mp4,168,565,185,1708,562,PAKAI HELM,20
std_VID_20251201_160017.mp4,168,291,189,887,576,PAKAI HELM,21
std_VID_20251201_160017.mp4,168,154,198,473,601,PAKAI HELM,18
std_VID_20251201_160017.mp4,168,290,206,902,645,PAKAI HELM,16
std_VID_20251201_160017.mp4,168,555,201,1678,618,MOTOR,16
std_VID_20251201_160017.mp4,168,116,221,367,665,MOTOR,17
std_VID_20251201_160017.mp4,168,171,236,514,727,MOTOR,15
std_VID_20251201_160017.mp4,168,297,256,914,776,MOTOR,17
std_VID_20251201_160017.mp4,196,169,191,515,608,PAKAI HELM,18
std_VID_20251201_160017.mp4,196,56,203,187,616,PAKAI HELM,21
std_VID_20251201_160017.mp4,196,477,185,1442,565,PAKAI HELM,20
std_VID_20251201_160017.mp4,196,499,179,1517,554,PAKAI HELM,20
std_VID_20251201_160017.mp4,196,184,239,567,726,MOTOR,15
std_VID_20251201_160017.mp4,196,467,243,1407,733,MOTOR,19
std_VID_20251201_160017.mp4,196,68,232,212,707,MOTOR,17
std_VID_20251201_160017.mp4,196,460,206,1391,621,MOTOR,20
std_VID_20251201_160017.mp4,196,522,171,1586,530,TIDAK PAKAI HELM,19
std_VID_20251201_160017.mp4,196,182,205,566,637,TIDAK PAKAI HELM,17
std_VID_20251201_160017.mp4,224,299,192,906,591,PAKAI HELM,17
std_VID_20251201_160017.mp4,224,7,210,28,636,PAKAI HELM,18
std_VID_20251201_160017.mp4,224,359,189,1086,575,PAKAI HELM,14
std_VID_20251201_160017.mp4,224,536,209,1618,627,MOTOR,12
std_VID_20251201_160017.mp4,224,12,233,43,705,MOTOR,13
std_VID_20251201_160017.mp4,224,94,234,291,709,MOTOR,14
std_VID_20251201_160017.mp4,224,337,209,1027,640,MOTOR,15
std_VID_20251201_160017.mp4,224,267,238,820,711,MOTOR,14
std_VID_20251201_160017.mp4,224,303,188,914,600,TIDAK PAKAI HELM,15
std_VID_20251201_160017.mp4,224,547,190,1647,577,TIDAK PAKAI HELM,14
std_VID_20251201_160017.mp4,224,74,211,248,620,TIDAK PAKAI HELM,14
std_VID_20251201_160017.mp4,252,218,195,669,595,PAKAI HELM,14
std_VID_20251201_160017.mp4,252,404,212,1225,649,MOTOR,14
std_VID_20251201_160017.mp4,252,40,235,131,711,MOTOR,14
std_VID_20251201_160017.mp4,252,244,226,736,687,MOTOR,14
std_VID_20251201_160017.mp4,252,196,244,604,739,MOTOR,15
std_VID_20251201_160017.mp4,252,385,243,1150,722,MOTOR,15
std_VID_20251201_160017.mp4,252,182,202,557,653,TIDAK PAKAI HELM,15
std_VID_20251201_160017.mp4,252,410,186,1255,602,TIDAK PAKAI HELM,15
std_VID_20251201_160017.mp4,252,27,199,118,645,TIDAK PAKAI HELM,15
std_VID_20251201_160017.mp4,252,365,198,1105,611,TIDAK PAKAI HELM,13
std_VID_20251201_160017.mp4,280,364,235,1095,678,MOTOR,14
std_VID_20251201_160017.mp4,280,79,246,231,745,MOTOR,15
std_VID_20251201_160017.mp4,280,23,232,78,703,MOTOR,16
std_VID_20251201_160017.mp4,280,110,242,340,737,MOTOR,13
std_VID_20251201_160017.mp4,280,256,217,774,668,MOTOR,16
std_VID_20251201_160017.mp4,280,199,409,228,436,TIDAK PAKAI HELM,17
std_VID_20251201_160017.mp4,280,179,413,204,439,PAKAI HELM,17
std_VID_20251201_160017.mp4,280,132,410,155,430,PAKAI HELM,14
std_VID_20251201_160017.mp4,280,31,427,47,439,TIDAK PAKAI HELM,15
std_VID_20251201_160017.mp4,280,528,401,551,422,TIDAK PAKAI HELM,13
std_VID_20251201_160017.mp4,280,732,401,753,418,TIDAK PAKAI HELM,15
std_VID_20251201_160017.mp4,28,185,189,572,578,PAKAI HELM,15
std_VID_20251201_160017.mp4,28,357,191,1084,584,PAKAI HELM,16
std_VID_20251201_160017.mp4,28,168,213,512,638,MOTOR,16
std_VID_20251201_160017.mp4,28,359,207,1092,614,MOTOR,16
std_VID_20251201_160017.mp4,308,46,243,142,735,MOTOR,15
std_VID_20251201_160017.mp4,308,127,225,393,686,MOTOR,13
std_VID_20251201_160017.mp4,308,56,215,181,652,MOTOR,13
std_VID_20251201_160017.mp4,308,301,236,920,689,MOTOR,13
std_VID_20251201_160017.mp4,308,149,204,455,623,TIDAK PAKAI HELM,14
std_VID_20251201_160017.mp4,308,297,200,901,608,TIDAK PAKAI HELM,12
std_VID_20251201_160017.mp4,308,43,210,138,644,TIDAK PAKAI HELM,12
std_VID_20251201_160017.mp4,56,500,182,1511,558,PAKAI HELM,10
std_VID_20251201_160017.mp4,56,45,199,142,607,PAKAI HELM,10
std_VID_20251201_160017.mp4,56,507,190,1540,589,MOTOR,25
std_VID_20251201_160017.mp4,56,25,223,84,665,MOTOR,10
std_VID_20251201_160045.mp4,112,382,211,1156,639,PAKAI HELM,21
std_VID_20251201_160045.mp4,112,369,225,1118,691,MOTOR,21
std_VID_20251201_160045.mp4,140,172,217,528,665,PAKAI HELM,19
std_VID_20251201_160045.mp4,140,150,242,462,734,MOTOR,19
std_VID_20251201_160045.mp4,140,77,237,237,719,MOTOR,25
std_VID_20251201_160045.mp4,168,-5,227,5,683,PAKAI HELM,21
std_VID_20251201_160045.mp4,168,129,235,428,717,MOTOR,24
std_VID_20251201_160045.mp4,168,7,249,30,758,MOTOR,21
std_VID_20251201_160045.mp4,196,356,220,1074,671,PAKAI HELM,26
std_VID_20251201_160045.mp4,196,364,231,1105,704,MOTOR,27
std_VID_20251201_160045.mp4,224,490,222,1488,682,MOTOR,26
std_VID_20251201_160045.mp4,224,386,226,1168,681,MOTOR,25
std_VID_20251201_160045.mp4,280,614,216,1877,647,MOTOR,26
std_VID_20251201_160045.mp4,28,88,223,272,676,PAKAI HELM,13
std_VID_20251201_160045.mp4,28,81,235,242,724,MOTOR,13
std_VID_20251201_160045.mp4,308,75,212,250,675,PAKAI HELM,27
std_VID_20251201_160045.mp4,308,398,178,1221,553,PAKAI HELM,16
std_VID_20251201_160045.mp4,308,391,247,1179,749,MOTOR,16
std_VID_20251201_160045.mp4,308,85,230,266,695,MOTOR,23
std_VID_20251201_160045.mp4,308,425,179,1290,552,TIDAK PAKAI HELM,16
std_VID_20251201_160045.mp4,336,210,243,643,724,MOTOR,16
std_VID_20251201_160045.mp4,336,191,192,594,589,TIDAK PAKAI HELM,17
std_VID_20251201_160045.mp4,364,635,190,1914,572,PAKAI HELM,10
std_VID_20251201_160045.mp4,364,281,204,864,612,PAKAI HELM,15
std_VID_20251201_160045.mp4,364,624,202,1894,615,MOTOR,10
std_VID_20251201_160045.mp4,364,93,229,283,716,MOTOR,16
